height,x_speed,y_speed,z_speed,pitch,roll,yaw,mp_distance_y,mp_distance_z,Target_Label
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,84.0,Benign
80.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-9.0,84.0,Benign
80.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-3.0,85.0,Benign
80.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,84.0,Benign
80.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-9.0,84.0,Benign
80.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-15.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,0.0,-20.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,84.0,Benign
80.0,4.0,0.0,0.0,0.0,0.0,0.0,-23.0,85.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-27.0,87.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-27.0,87.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-27.0,87.0,Benign
80.0,2.0,-1.0,0.0,-1.0,-1.0,0.0,18.0,84.0,Benign
80.0,1.0,-1.0,0.0,3.0,1.0,0.0,17.0,84.0,Benign
80.0,0.0,0.0,0.0,-2.0,-1.0,0.0,19.0,81.0,Benign
80.0,2.0,-1.0,0.0,-1.0,-1.0,0.0,12.0,84.0,Benign
80.0,1.0,-1.0,0.0,0.0,0.0,0.0,13.0,82.0,Benign
80.0,1.0,0.0,0.0,0.0,-1.0,0.0,8.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,81.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,81.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,82.0,Benign
80.0,0.0,0.0,0.0,-8.0,0.0,0.0,10.0,83.0,Benign
80.0,3.0,0.0,0.0,1.0,0.0,0.0,14.0,84.0,Benign
80.0,2.0,0.0,0.0,-1.0,0.0,0.0,27.0,79.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,0.0,27.0,79.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-32.0,75.0,Benign
80.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-25.0,84.0,Benign
80.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-26.0,81.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,81.0,Benign
80.0,1.0,-2.0,0.0,-1.0,-1.0,0.0,-20.0,82.0,Benign
80.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-16.0,83.0,Benign
80.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-9.0,83.0,Benign
80.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-8.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,0.0,-5.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,-2.0,0.0,-5.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,82.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,0.0,-7.0,82.0,Benign
80.0,1.0,0.0,0.0,-9.0,0.0,0.0,-11.0,83.0,Benign
80.0,3.0,0.0,0.0,0.0,0.0,0.0,-17.0,83.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-30.0,79.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-33.0,83.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-44.0,85.0,Benign
80.0,2.0,-1.0,0.0,0.0,-1.0,0.0,-16.0,88.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,84.0,Benign
80.0,1.0,-1.0,0.0,-2.0,-1.0,0.0,-17.0,82.0,Benign
80.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-11.0,83.0,Benign
80.0,0.0,-1.0,0.0,0.0,0.0,0.0,-8.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,7.0,-6.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,36.0,-5.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,72.0,-11.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,95.0,-14.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,131.0,-14.0,86.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,165.0,-16.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,176.0,-19.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,178.0,-14.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,178.0,-11.0,83.0,Benign
80.0,0.0,0.0,0.0,-9.0,0.0,178.0,-8.0,82.0,Benign
80.0,-3.0,0.0,0.0,1.0,0.0,178.0,-4.0,84.0,Benign
80.0,-2.0,0.0,0.0,0.0,0.0,178.0,-17.0,84.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,178.0,-17.0,84.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,178.0,-10.0,80.0,Benign
80.0,-1.0,0.0,0.0,3.0,0.0,178.0,-7.0,80.0,Benign
80.0,0.0,0.0,0.0,0.0,1.0,178.0,-9.0,80.0,Benign
80.0,1.0,0.0,0.0,1.0,1.0,178.0,-7.0,81.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,178.0,-3.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,178.0,2.0,83.0,Benign
80.0,-4.0,0.0,0.0,0.0,0.0,178.0,4.0,83.0,Benign
80.0,-2.0,0.0,0.0,0.0,-1.0,178.0,18.0,80.0,Benign
80.0,-2.0,0.0,0.0,-1.0,-1.0,178.0,20.0,82.0,Benign
80.0,-2.0,0.0,0.0,-1.0,-1.0,178.0,-14.0,88.0,Benign
80.0,-1.0,0.0,0.0,-1.0,-2.0,178.0,-23.0,84.0,Benign
80.0,-1.0,1.0,0.0,0.0,-2.0,178.0,-23.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,178.0,-13.0,85.0,Benign
80.0,0.0,1.0,0.0,-1.0,-1.0,178.0,-18.0,84.0,Benign
80.0,0.0,0.0,0.0,-1.0,-1.0,178.0,-14.0,84.0,Benign
80.0,0.0,1.0,0.0,-1.0,-1.0,178.0,-10.0,83.0,Benign
80.0,0.0,1.0,0.0,1.0,0.0,178.0,-7.0,83.0,Benign
80.0,0.0,0.0,0.0,-2.0,-1.0,178.0,-3.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,178.0,-4.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,178.0,-7.0,85.0,Benign
80.0,-2.0,0.0,0.0,-8.0,0.0,178.0,-16.0,83.0,Benign
80.0,-2.0,0.0,0.0,0.0,-1.0,178.0,-19.0,84.0,Benign
80.0,-2.0,0.0,0.0,-1.0,-1.0,178.0,-26.0,81.0,Benign
80.0,-2.0,0.0,0.0,-1.0,-1.0,178.0,-31.0,77.0,Benign
80.0,-2.0,0.0,0.0,-1.0,-1.0,178.0,-31.0,79.0,Benign
80.0,-1.0,1.0,0.0,-1.0,-1.0,178.0,15.0,84.0,Benign
80.0,-1.0,1.0,0.0,3.0,0.0,178.0,12.0,85.0,Benign
80.0,0.0,0.0,0.0,-3.0,-1.0,178.0,11.0,83.0,Benign
80.0,-2.0,0.0,0.0,0.0,0.0,178.0,11.0,82.0,Benign
80.0,-1.0,0.0,0.0,0.0,-1.0,178.0,8.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,178.0,6.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,178.0,5.0,80.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,-166.0,4.0,80.0,Benign
70.0,0.0,0.0,0.0,0.0,-1.0,-129.0,6.0,80.0,Benign
80.0,0.0,0.0,0.0,1.0,0.0,-97.0,10.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-67.0,11.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-38.0,11.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-9.0,17.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-3.0,17.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-3.0,-200.0,-200.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-3.0,-200.0,-200.0,Benign
60.0,0.0,0.0,4.0,0.0,0.0,-3.0,-200.0,-200.0,Benign
40.0,0.0,0.0,4.0,0.0,0.0,-3.0,-200.0,-200.0,Benign
10.0,0.0,0.0,4.0,0.0,0.0,-3.0,-200.0,-200.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,85.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,85.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,0.0,-15.0,86.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,1.0,-15.0,86.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,1.0,-13.0,85.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,1.0,-16.0,84.0,Benign
80.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,-18.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,1.0,-12.0,84.0,Benign
80.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,-9.0,84.0,Benign
80.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-6.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,83.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,83.0,Benign
80.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-9.0,84.0,Benign
80.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-14.0,84.0,Benign
80.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-18.0,84.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,0.0,-19.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,85.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,21.0,-20.0,85.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,35.0,-21.0,85.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,33.0,-20.0,85.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,9.0,-22.0,85.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,2.0,-21.0,85.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,1.0,-17.0,85.0,Benign
80.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-15.0,85.0,Benign
80.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-11.0,84.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,1.0,-6.0,84.0,Benign
80.0,0.0,0.0,0.0,-3.0,-1.0,1.0,-5.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,-2.0,1.0,-5.0,84.0,Benign
80.0,1.0,0.0,0.0,-1.0,0.0,1.0,-6.0,83.0,Benign
80.0,4.0,0.0,0.0,-5.0,-1.0,1.0,-11.0,84.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,1.0,-19.0,85.0,Benign
80.0,2.0,0.0,0.0,-2.0,-1.0,1.0,-14.0,89.0,Benign
80.0,2.0,0.0,0.0,-2.0,-1.0,1.0,-21.0,87.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,1.0,-29.0,76.0,Benign
80.0,2.0,-1.0,0.0,-1.0,-1.0,1.0,20.0,73.0,Benign
80.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,80.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,80.0,Benign
80.0,2.0,0.0,0.0,0.0,-1.0,1.0,9.0,81.0,Benign
80.0,1.0,0.0,0.0,0.0,-1.0,1.0,8.0,81.0,Benign
80.0,0.0,0.0,0.0,1.0,-1.0,1.0,6.0,81.0,Benign
80.0,0.0,-1.0,0.0,0.0,0.0,1.0,5.0,80.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,1.0,6.0,81.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,1.0,6.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,15.0,9.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,32.0,11.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,34.0,13.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,-1.0,11.0,16.0,80.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,1.0,18.0,81.0,Benign
80.0,0.0,0.0,0.0,-1.0,-1.0,1.0,17.0,81.0,Benign
80.0,0.0,-1.0,0.0,-1.0,0.0,1.0,16.0,81.0,Benign
80.0,0.0,-1.0,0.0,0.0,-1.0,1.0,6.0,82.0,Benign
80.0,0.0,-1.0,0.0,0.0,0.0,1.0,5.0,82.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,1.0,6.0,82.0,Benign
80.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,82.0,Benign
80.0,2.0,0.0,0.0,-1.0,0.0,1.0,16.0,78.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,1.0,21.0,78.0,Benign
80.0,2.0,0.0,0.0,-1.0,-2.0,1.0,-17.0,83.0,Benign
80.0,1.0,-1.0,0.0,0.0,-2.0,1.0,-22.0,79.0,Benign
80.0,0.0,-1.0,0.0,0.0,3.0,1.0,-18.0,78.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,1.0,-14.0,79.0,Benign
80.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-14.0,79.0,Benign
80.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-9.0,79.0,Benign
70.0,0.0,-1.0,0.0,0.0,0.0,1.0,-6.0,78.0,Benign
70.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,79.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.0,80.0,Benign
80.0,0.0,-1.0,0.0,0.0,-3.0,1.0,-11.0,80.0,Benign
80.0,0.0,-2.0,0.0,0.0,-1.0,1.0,-4.0,81.0,Benign
80.0,0.0,-2.0,0.0,0.0,-1.0,1.0,7.0,82.0,Benign
80.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,79.0,Benign
80.0,0.0,0.0,0.0,0.0,4.0,1.0,16.0,80.0,Benign
80.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,82.0,Benign
80.0,0.0,2.0,0.0,0.0,-2.0,1.0,-8.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,1.0,-18.0,80.0,Benign
80.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-21.0,80.0,Benign
80.0,1.0,-1.0,0.0,0.0,0.0,1.0,-12.0,81.0,Benign
80.0,0.0,-1.0,0.0,0.0,0.0,1.0,-7.0,81.0,Benign
80.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.0,81.0,Benign
80.0,4.0,0.0,0.0,-1.0,0.0,1.0,-7.0,80.0,Benign
80.0,2.0,0.0,0.0,-1.0,0.0,1.0,-13.0,80.0,Benign
80.0,2.0,0.0,0.0,-1.0,0.0,1.0,-18.0,78.0,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,1.0,-24.0,82.0,Benign
70.0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,76.0,Benign
70.0,1.0,0.0,0.0,0.0,0.0,1.0,-4.0,78.0,Benign
70.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.0,79.0,Benign
70.0,1.0,0.0,0.0,0.0,0.0,1.0,-6.0,80.0,Benign
80.0,0.0,0.0,0.0,1.0,0.0,1.0,-7.0,80.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,26.0,-4.0,81.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,56.0,-5.0,81.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,85.0,-7.0,81.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,115.0,-8.0,81.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,144.0,-9.0,82.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,172.0,-11.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,179.0,-14.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,179.0,-13.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,179.0,-11.0,84.0,Benign
80.0,-1.0,0.0,0.0,-8.0,0.0,179.0,-9.0,84.0,Benign
80.0,-3.0,0.0,0.0,0.0,0.0,179.0,-8.0,80.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,179.0,-3.0,85.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,179.0,-2.0,89.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,179.0,-28.0,79.0,Benign
80.0,-1.0,0.0,0.0,4.0,0.0,179.0,-7.0,79.0,Benign
70.0,0.0,0.0,0.0,0.0,4.0,179.0,-13.0,78.0,Benign
80.0,0.0,-1.0,0.0,0.0,0.0,179.0,-9.0,79.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,179.0,-6.0,80.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,179.0,-4.0,80.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,179.0,-6.0,80.0,Benign
80.0,-4.0,0.0,0.0,1.0,0.0,179.0,-5.0,81.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,179.0,-3.0,79.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,179.0,-2.0,80.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,179.0,14.0,75.0,Benign
80.0,-1.0,0.0,0.0,0.0,0.0,179.0,9.0,79.0,Benign
80.0,0.0,-1.0,0.0,0.0,0.0,179.0,10.0,78.0,Benign
80.0,0.0,0.0,0.0,0.0,3.0,179.0,6.0,79.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,179.0,5.0,81.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,179.0,4.0,81.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,179.0,4.0,81.0,Benign
80.0,-4.0,0.0,0.0,-7.0,0.0,179.0,6.0,80.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,179.0,1.0,82.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,179.0,4.0,80.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,179.0,1.0,78.0,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,179.0,1.0,77.0,Benign
70.0,-1.0,0.0,0.0,2.0,0.0,179.0,-11.0,82.0,Benign
70.0,0.0,0.0,0.0,0.0,0.0,179.0,-16.0,80.0,Benign
80.0,-2.0,0.0,0.0,0.0,0.0,179.0,-12.0,82.0,Benign
80.0,-1.0,0.0,0.0,0.0,0.0,179.0,-12.0,82.0,Benign
80.0,-1.0,0.0,0.0,0.0,-1.0,179.0,-5.0,85.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-179.0,-5.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-143.0,-7.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-112.0,-8.0,84.0,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,-82.0,-8.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-51.0,-5.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-21.0,-2.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,84.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-1.0,-200.0,-200.0,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-1.0,-200.0,-200.0,Benign
70.0,0.0,0.0,3.0,0.0,0.0,-1.0,-200.0,-200.0,Benign
50.0,0.0,0.0,4.0,0.0,0.0,-1.0,-200.0,-200.0,Benign
20.0,0.0,0.0,4.0,0.0,0.0,-1.0,-200.0,-200.0,Benign
0.0,0.0,0.0,3.0,-1.0,0.0,-1.0,-200.0,-200.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,84.0,Benign
60.0,0.0,0.0,0.0,-1.0,0.0,0.0,-4.0,83.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,82.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,82.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,82.0,Benign
60.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0,82.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,83.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,83.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,83.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,84.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,84.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,84.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,82.0,Benign
60.0,0.0,0.0,0.0,-9.0,0.0,0.0,-2.0,82.0,Benign
60.0,3.0,0.0,0.0,1.0,0.0,0.0,-3.0,83.0,Benign
60.0,2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,84.0,Benign
60.0,2.0,0.0,0.0,-1.0,0.0,0.0,7.0,85.0,Benign
60.0,2.0,0.0,0.0,-1.0,0.0,0.0,-24.0,57.0,Benign
60.0,2.0,0.0,0.0,-1.0,0.0,0.0,-12.0,80.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,80.0,Benign
60.0,0.0,0.0,0.0,-7.0,2.0,0.0,-13.0,79.0,Benign
60.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.0,82.0,Benign
60.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,81.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,Benign
60.0,4.0,0.0,0.0,0.0,0.0,0.0,-4.0,82.0,Benign
60.0,2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,82.0,Benign
60.0,2.0,0.0,0.0,-1.0,0.0,0.0,-3.0,78.0,Benign
60.0,2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,73.0,Benign
60.0,2.0,0.0,0.0,-1.0,1.0,0.0,11.0,77.0,Benign
50.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,74.0,Benign
50.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,74.0,Benign
60.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,78.0,Benign
60.0,1.0,0.0,0.0,-1.0,1.0,0.0,11.0,79.0,Benign
60.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,82.0,Benign
60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,81.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,81.0,Benign
60.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,83.0,Benign
70.0,0.0,0.0,-2.0,-1.0,0.0,0.0,5.0,91.0,Benign
80.0,0.0,0.0,-1.0,0.0,0.0,0.0,4.0,105.0,Benign
90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112.0,Benign
90.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,116.0,Benign
90.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,117.0,Benign
80.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,108.0,Benign
70.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,93.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,85.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,81.0,Benign
60.0,4.0,0.0,0.0,-6.0,0.0,0.0,6.0,82.0,Benign
60.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,84.0,Benign
60.0,2.0,0.0,0.0,-1.0,0.0,0.0,28.0,69.0,Benign
60.0,2.0,0.0,0.0,-1.0,0.0,0.0,26.0,75.0,Benign
60.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,77.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,78.0,Benign
60.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,79.0,Benign
60.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,79.0,Benign
60.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.0,82.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,82.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,59.0,5.0,83.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,95.0,2.0,83.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,124.0,4.0,83.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,154.0,2.0,84.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,173.0,-2.0,84.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,178.0,-4.0,84.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,178.0,-1.0,84.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,178.0,-1.0,84.0,Benign
60.0,-4.0,0.0,0.0,0.0,0.0,178.0,-5.0,83.0,Benign
60.0,-2.0,0.0,0.0,-1.0,0.0,178.0,6.0,81.0,Benign
60.0,-2.0,0.0,0.0,-1.0,0.0,178.0,6.0,80.0,Benign
60.0,-2.0,0.0,0.0,-1.0,0.0,178.0,-14.0,79.0,Benign
60.0,-1.0,0.0,0.0,0.0,0.0,178.0,-14.0,79.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,178.0,-8.0,79.0,Benign
60.0,0.0,-1.0,0.0,0.0,0.0,178.0,-8.0,80.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,178.0,-8.0,81.0,Benign
60.0,0.0,0.0,0.0,0.0,0.0,178.0,-4.0,83.0,Benign
60.0,0.0,0.0,0.0,-1.0,0.0,178.0,-6.0,83.0,Benign
60.0,-4.0,0.0,0.0,0.0,0.0,178.0,-8.0,82.0,Benign
60.0,-2.0,0.0,0.0,-1.0,0.0,178.0,-1.0,84.0,Benign
60.0,-2.0,0.0,0.0,-1.0,0.0,178.0,-1.0,81.0,Benign
