phys_height,phys_x_speed,phys_y_speed,phys_z_speed,phys_pitch,phys_roll,phys_yaw,phys_mp_distance_y,phys_mp_distance_z,cyb_frame.len,cyb_frame.protocols,cyb_wlan.duration,cyb_wlan.bssid,cyb_wlan.frag,cyb_wlan.seq,cyb_llc.type,cyb_ip.hdr_len,cyb_ip.len,cyb_ip.flags,cyb_ip.ttl,cyb_ip.proto,cyb_tcp.srcport,cyb_tcp.dstport,cyb_tcp.seq_raw,cyb_tcp.ack_raw,cyb_tcp.hdr_len,cyb_tcp.flags,cyb_tcp.window_size,cyb_tcp.options,cyb_udp.srcport,cyb_udp.dstport,cyb_udp.length,cyb_data.data,cyb_data.len,cyb_wlan.fc.type,cyb_wlan.fc.subtype,cyb_time_since_last_packet,Target_Label
80.0,0.0,-1.0,0.0,0.0,0.0,0.0,-6.0,83.0,229.0,3.0,44.0,0.0,0.0,246.0,2048.0,20.0,195.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,47.0,167.0,2.0,8.0,0.024202,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,178.0,-15.0,86.0,229.0,3.0,44.0,0.0,0.0,196.0,2048.0,20.0,195.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,29.0,167.0,2.0,8.0,3.415011,Benign
70.0,-2.0,0.0,0.0,-1.0,0.0,178.0,17.0,79.0,74.0,2.0,44.0,0.0,0.0,107.0,2048.0,20.0,40.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8899.0,20.0,71.0,12.0,2.0,8.0,0.047699,Benign
80.0,2.0,-1.0,0.0,-1.0,-1.0,0.0,-11.0,79.0,231.0,3.0,44.0,0.0,0.0,824.0,2048.0,20.0,197.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,177.0,49.0,169.0,2.0,8.0,3.144646,Benign
70.0,-2.0,0.0,0.0,-1.0,0.0,178.0,6.0,77.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.06092,Benign
60.0,2.0,0.0,0.0,-1.0,-1.0,0.0,25.0,79.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.078322,Benign
80.0,0.0,0.0,0.0,0.0,0.0,90.0,-14.0,84.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.034417,Benign
70.0,0.0,-1.0,0.0,0.0,0.0,178.0,-14.0,81.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.066932,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,85.0,225.0,3.0,44.0,0.0,0.0,38.0,2048.0,20.0,191.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,171.0,17.0,163.0,2.0,8.0,0.000387,Benign
70.0,0.0,0.0,0.0,-1.0,1.0,0.0,-5.0,82.0,98.0,0.0,320.0,0.0,0.0,1115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.001356,Benign
80.0,0.0,0.0,0.0,-1.0,1.0,0.0,-8.0,82.0,235.0,3.0,44.0,0.0,0.0,623.0,2048.0,20.0,201.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,181.0,100.0,173.0,2.0,8.0,0.000621,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,37.0,-33.0,96.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.073751,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-32.0,77.0,238.0,2.0,44.0,0.0,0.0,3250.0,2048.0,20.0,204.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,184.0,137.0,176.0,2.0,8.0,0.035591,Benign
80.0,0.0,1.0,0.0,0.0,-1.0,178.0,-10.0,82.0,231.0,2.0,320.0,0.0,0.0,501.0,2048.0,20.0,197.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,177.0,138.0,169.0,2.0,8.0,2.876968,Benign
70.0,0.0,0.0,0.0,0.0,0.0,-46.0,-3.0,84.0,98.0,0.0,320.0,0.0,0.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.003807,Benign
70.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,12.0,77.0,98.0,0.0,320.0,0.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.001133,Benign
70.0,0.0,0.0,0.0,0.0,0.0,176.0,-12.0,83.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.086701,Benign
60.0,0.0,-1.0,0.0,0.0,0.0,0.0,-8.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.067982,Benign
80.0,0.0,0.0,0.0,0.0,0.0,175.0,-23.0,81.0,238.0,2.0,320.0,0.0,0.0,2387.0,2048.0,20.0,204.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,184.0,338.0,176.0,2.0,8.0,0.002481,Benign
60.0,0.0,0.0,0.0,0.0,-2.0,178.0,-6.0,80.0,227.0,3.0,44.0,0.0,0.0,141.0,2048.0,20.0,193.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,173.0,52.0,165.0,2.0,8.0,0.056441,Benign
80.0,0.0,0.0,0.0,0.0,2.0,0.0,-5.0,81.0,228.0,3.0,44.0,0.0,0.0,551.0,2048.0,20.0,194.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,174.0,47.0,166.0,2.0,8.0,0.00069,Benign
60.0,-2.0,0.0,0.0,0.0,0.0,179.0,0.0,83.0,239.0,2.0,44.0,0.0,0.0,807.0,2048.0,20.0,205.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,185.0,3.0,177.0,2.0,8.0,0.089281,Benign
60.0,-2.0,0.0,0.0,-1.0,-1.0,178.0,-32.0,77.0,230.0,3.0,44.0,0.0,0.0,340.0,2048.0,20.0,196.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,39.0,168.0,2.0,8.0,0.051225,Benign
60.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-6.0,83.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.076732,Benign
60.0,-4.0,0.0,0.0,2.0,0.0,0.0,-6.0,81.0,104.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.390745,Benign
60.0,0.0,0.0,0.0,1.0,0.0,-103.0,8.0,81.0,98.0,0.0,320.0,0.0,0.0,1254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.379816,Benign
60.0,0.0,0.0,0.0,0.0,0.0,178.0,-8.0,84.0,236.0,3.0,44.0,0.0,0.0,885.0,2048.0,20.0,202.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,182.0,7.0,174.0,2.0,8.0,0.035748,Benign
80.0,0.0,0.0,0.0,0.0,0.0,29.0,-1.0,83.0,236.0,3.0,44.0,0.0,0.0,1782.0,2048.0,20.0,202.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,182.0,108.0,174.0,2.0,8.0,0.096278,Benign
60.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,81.0,98.0,0.0,320.0,0.0,0.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.004073,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,77.0,233.0,3.0,44.0,0.0,0.0,778.0,2048.0,20.0,199.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,179.0,52.0,171.0,2.0,8.0,0.022468,Benign
70.0,2.0,-1.0,0.0,0.0,-2.0,0.0,10.0,80.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.006832,Benign
70.0,-4.0,0.0,0.0,1.0,0.0,178.0,-5.0,81.0,86.0,2.0,44.0,0.0,0.0,230.0,2048.0,20.0,52.0,64.0,128.0,6.0,55262.0,53.0,3202790146.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.474501,Benign
80.0,0.0,-1.0,0.0,0.0,0.0,37.0,-3.0,85.0,238.0,2.0,44.0,0.0,0.0,954.0,2048.0,20.0,204.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,184.0,267.0,176.0,2.0,8.0,0.086332,Benign
80.0,1.0,0.0,0.0,-1.0,0.0,0.0,-11.0,84.0,236.0,3.0,44.0,0.0,0.0,1413.0,2048.0,20.0,202.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,182.0,74.0,174.0,2.0,8.0,0.020028,Benign
80.0,-2.0,0.0,0.0,-1.0,-1.0,178.0,-14.0,88.0,233.0,3.0,44.0,0.0,0.0,592.0,2048.0,20.0,199.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,179.0,33.0,171.0,2.0,8.0,0.069892,Benign
70.0,0.0,0.0,0.0,2.0,0.0,178.0,4.0,77.0,235.0,3.0,44.0,0.0,0.0,920.0,2048.0,20.0,201.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,181.0,5.0,173.0,2.0,8.0,0.031507,Benign
80.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-15.0,81.0,238.0,2.0,44.0,0.0,0.0,2508.0,2048.0,20.0,204.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,184.0,332.0,176.0,2.0,8.0,0.072141,Benign
70.0,1.0,0.0,0.0,-1.0,0.0,0.0,-10.0,85.0,228.0,2.0,44.0,0.0,0.0,100.0,2048.0,20.0,194.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,174.0,20.0,166.0,2.0,8.0,3.418046,Benign
80.0,2.0,-1.0,0.0,-1.0,-1.0,0.0,28.0,81.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.091033,Benign
80.0,-1.0,0.0,0.0,0.0,-1.0,178.0,8.0,83.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.001283,Benign
80.0,2.0,0.0,0.0,-1.0,-1.0,0.0,28.0,81.0,234.0,3.0,44.0,0.0,0.0,495.0,2048.0,20.0,200.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,180.0,92.0,172.0,2.0,8.0,3.161794,Benign
80.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,-9.0,84.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.000134,Benign
80.0,-2.0,0.0,0.0,0.0,0.0,175.0,-18.0,79.0,235.0,3.0,44.0,0.0,0.0,432.0,2048.0,20.0,201.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,181.0,40.0,173.0,2.0,8.0,0.000348,Benign
80.0,0.0,0.0,0.0,0.0,0.0,120.0,-19.0,85.0,233.0,3.0,44.0,0.0,0.0,28.0,2048.0,20.0,199.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,179.0,2.0,171.0,2.0,8.0,0.00031,Benign
80.0,-1.0,1.0,0.0,-2.0,-2.0,179.0,-32.0,74.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.010173,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,178.0,0.0,82.0,86.0,2.0,314.0,0.0,0.0,377.0,2048.0,20.0,52.0,64.0,128.0,6.0,49973.0,53.0,2905196739.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.003852,Benign
60.0,-1.0,0.0,0.0,-7.0,-4.0,178.0,14.0,84.0,228.0,3.0,44.0,0.0,0.0,843.0,2048.0,20.0,194.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,174.0,26.0,166.0,2.0,8.0,0.000599,Benign
60.0,0.0,-1.0,0.0,0.0,0.0,0.0,-7.0,82.0,237.0,3.0,44.0,0.0,0.0,839.0,2048.0,20.0,203.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,183.0,16.0,175.0,2.0,8.0,0.099092,Benign
60.0,1.0,0.0,0.0,-8.0,0.0,0.0,16.0,81.0,227.0,3.0,44.0,0.0,0.0,111.0,2048.0,20.0,193.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,173.0,22.0,165.0,2.0,8.0,0.00674,Benign
80.0,-1.0,1.0,0.0,-1.0,-1.0,178.0,-17.0,86.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.066677,Benign
60.0,-1.0,1.0,0.0,0.0,-2.0,178.0,13.0,83.0,229.0,3.0,44.0,0.0,0.0,760.0,2048.0,20.0,195.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,18.0,167.0,2.0,8.0,0.039692,Benign
80.0,-2.0,0.0,0.0,-1.0,-1.0,178.0,-18.0,77.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.098371,Benign
80.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,87.0,236.0,2.0,44.0,0.0,0.0,544.0,2048.0,20.0,202.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,182.0,50.0,174.0,2.0,8.0,2.900093,Benign
70.0,0.0,-1.0,0.0,0.0,0.0,178.0,-7.0,78.0,238.0,2.0,44.0,0.0,0.0,3168.0,2048.0,20.0,204.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,184.0,127.0,176.0,2.0,8.0,0.063931,Benign
60.0,1.0,0.0,0.0,-8.0,0.0,0.0,-7.0,82.0,234.0,3.0,320.0,0.0,0.0,707.0,2048.0,20.0,200.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,180.0,19.0,172.0,2.0,8.0,0.002515,Benign
80.0,0.0,0.0,0.0,0.0,0.0,131.0,-14.0,86.0,229.0,3.0,320.0,0.0,0.0,725.0,2048.0,20.0,195.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,36.0,167.0,2.0,8.0,0.002402,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-144.0,9.0,81.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,2.886151,Benign
70.0,0.0,0.0,0.0,0.0,-1.0,179.0,-2.0,82.0,236.0,3.0,44.0,0.0,0.0,1000.0,2048.0,20.0,202.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,182.0,2.0,174.0,2.0,8.0,0.074668,Benign
60.0,0.0,0.0,0.0,0.0,0.0,146.0,-18.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,3.351759,Benign
80.0,3.0,0.0,0.0,0.0,0.0,0.0,-12.0,80.0,239.0,2.0,44.0,0.0,0.0,2758.0,2048.0,20.0,205.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,185.0,115.0,177.0,2.0,8.0,0.00025,Benign
80.0,0.0,-1.0,0.0,0.0,-1.0,0.0,10.0,84.0,235.0,2.0,44.0,0.0,0.0,210.0,2048.0,20.0,201.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,181.0,54.0,173.0,2.0,8.0,0.000215,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,0.0,-5.0,81.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.787347,Benign
70.0,0.0,0.0,0.0,-1.0,0.0,0.0,-17.0,80.0,86.0,1.0,44.0,0.0,0.0,405.0,2048.0,20.0,52.0,64.0,128.0,6.0,50013.0,53.0,2734985585.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.347255,Benign
90.0,0.0,0.0,2.0,0.0,0.0,178.0,-5.0,103.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.00013,Benign
80.0,0.0,0.0,0.0,-9.0,0.0,178.0,7.0,82.0,86.0,1.0,44.0,0.0,0.0,146.0,2048.0,20.0,52.0,64.0,128.0,6.0,50263.0,53.0,598140166.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.073533,Benign
70.0,-1.0,1.0,0.0,-1.0,-1.0,178.0,-20.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.026436,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,179.0,-2.0,89.0,232.0,3.0,44.0,0.0,0.0,393.0,2048.0,20.0,198.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,178.0,82.0,170.0,2.0,8.0,0.000345,Benign
90.0,0.0,0.0,1.0,0.0,0.0,178.0,-2.0,93.0,227.0,3.0,44.0,0.0,0.0,112.0,2048.0,20.0,193.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,173.0,14.0,165.0,2.0,8.0,0.029109,Benign
60.0,2.0,0.0,0.0,-1.0,-1.0,0.0,38.0,78.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,3.37913,Benign
80.0,2.0,0.0,0.0,-1.0,0.0,0.0,-22.0,90.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.021739,Benign
60.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-15.0,77.0,233.0,3.0,320.0,0.0,0.0,962.0,2048.0,20.0,199.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,179.0,14.0,171.0,2.0,8.0,0.002636,Benign
60.0,2.0,0.0,0.0,-8.0,0.0,0.0,-10.0,78.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.059658,Benign
70.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.007215,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,86.0,2.0,44.0,0.0,0.0,299.0,2048.0,20.0,52.0,64.0,128.0,6.0,63622.0,53.0,2136116956.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.06499,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,87.0,234.0,3.0,44.0,0.0,0.0,1040.0,2048.0,20.0,200.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,180.0,20.0,172.0,2.0,8.0,3.345075,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,84.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.034288,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-26.0,7.0,81.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.036409,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.057196,Benign
60.0,-1.0,0.0,0.0,-8.0,0.0,178.0,-14.0,83.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.057223,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-13.0,9.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,3.071718,Benign
80.0,2.0,1.0,0.0,-1.0,-1.0,-144.0,16.0,84.0,232.0,3.0,44.0,0.0,0.0,379.0,2048.0,20.0,198.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,178.0,36.0,170.0,2.0,8.0,0.000304,Benign
70.0,0.0,1.0,0.0,1.0,-1.0,178.0,1.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.048584,Benign
70.0,1.0,0.0,0.0,-1.0,0.0,0.0,-3.0,82.0,104.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.162198,Benign
80.0,2.0,2.0,0.0,0.0,-1.0,-143.0,49.0,79.0,233.0,2.0,44.0,0.0,0.0,190.0,2048.0,20.0,199.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,179.0,52.0,171.0,2.0,8.0,0.020505,Benign
70.0,-2.0,0.0,0.0,0.0,0.0,174.0,2.0,81.0,231.0,2.0,44.0,0.0,0.0,673.0,2048.0,20.0,197.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,177.0,58.0,169.0,2.0,8.0,0.016695,Benign
80.0,-1.0,1.0,0.0,0.0,-1.0,178.0,8.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.101711,Benign
